如果你恰好看过《逃学威龙》系列并对这句台词有印象也欢迎你来告诉我它具体出自于哪一部的哪里。	rúguǒnǐqiàhǎokànguò《táoxuéwēilóng》xìlièbìngdùizhèjùtáicíyǒuyìnxiàngyěhuānyíngnǐláigàosùwǒtājùtǐchūzìyúnǎyībùdenǎlǐ。	If you happen to read the Fight Back to School series and this line has the impression that you are welcome to tell me where it comes from specific which one is.
不过，在周星驰的多部电影中的确不止一次有有人躺着中枪的场景，所以有可能是因为这样才被大家传出躺着也中枪这句话。	bùguò，zàizhōuxīngchídeduōbùdiànyǐngzhōngdequèbùzhǐyīcìyǒuyǒuréntǎngzháozhōngqiāngdechángjǐng，suǒyǐyǒukěnéngshìyīnwèizhèyángcáibèidàjiāchuánchūtǎngzháoyězhōngqiāngzhèjùhuà。	However, Stephen Chow's many films have indeed more than once scenario, it may be because we heard this was only lying in the gun was lying in the gun this sentence.
四.通过故事帮你记忆。	sì.tōngguògùshìbāngnǐjìyì。	Adoption of the story to help you remember.
虽然躺着也中枪的真正出处我们不得而知3，但相较而言去了解它的真正意义和用法更为重要。	sūirántǎngzháoyězhōngqiāngdezhēnzhèngchūchùwǒmenbùdéérzhī3，dànxiāngjiàoéryánqùlejiětādezhēnzhèngyìyìhéyòngfǎgèngwèizhòngyào。	While lying in the gun, we do not know the true source 3, but the comparison, to understand its true meaning and usage is more important.
下面，我将通过一则小故事来帮助你更好地理解。	xiàmiàn，wǒjiāngtōngguòyīzéxiǎogùshìláibāngzhùnǐgènghǎodìlǐjiě。	Now, I will help you through a better understanding of the story.
小红、小明和小雨是大学同班同学。	xiǎohóng、xiǎomínghéxiǎoyǔshìdàxuétóngbāntóngxué。	Red, Xiao Ming and rain university classmate.
其中小红和小明是非常要好的朋友。	qízhōngxiǎohónghéxiǎomíngshìfēichángyàohǎodepéngyǒu。	In which Alice and Bob are very good friends.
他俩青梅竹马，从小就是邻居。	tāliǎqīngméizhúmǎ，cóngxiǎojìushìlínjū。	It childhood, grew up as neighbors.
有一天，小雨和小明闹矛盾，他俩大吵一架后就不再和彼此说话了。	yǒuyītiān，xiǎoyǔhéxiǎomíngnàomáodùn，tāliǎdàchǎoyījiàhòujìubùzàihébǐcǐshuōhuàle。	One day, light rain and Xiao Ming trouble, after an argument no longer speak to each other.
小红在食堂碰见小雨就和她打招呼，没想到小雨黑着脸调头就走了。	xiǎohóngzàishítángpèngjiànxiǎoyǔjìuhétādǎzhāohū，méixiǎngdàoxiǎoyǔhēizháoliǎndiàotóujìuzǒule。	Red light rain met in the cafeteria to greet her, I did not expect rain black face U-turn and left.
唉，真是躺着也中枪！	āi，zhēnshìtǎngzháoyězhōngqiāng！	Well, they're lying also in the gun!
小红无奈地自言自语道。	xiǎohóngwúnàidìzìyánzìyǔdào。	Little Red frustration to himself.
小雨和小明吵架本没有小红的事儿，可小雨却因小红是小明的朋友就连她也一起不理睬了。	xiǎoyǔhéxiǎomíngchǎojiàběnméiyǒuxiǎohóngdeshìér，kěxiǎoyǔquèyīnxiǎohóngshìxiǎomíngdepéngyǒujìuliántāyěyīqǐbùlǐcǎile。	Light rain and Xiao Ming did not fight this thing a little red, because red light rain can be Brian's friend and even her together also ignore a.
小红无故受到牵连，所以她自称自己是躺着也中枪，表明一种无辜、无可奈何5的心情。	xiǎohóngwúgùshòudàoqiānlián，suǒyǐtāzìchēngzìjǐshìtǎngzháoyězhōngqiāng，biǎomíngyīzhǒngwúgū、wúkěnàihé5dexīnqíng。	Red for no reason being implicated, so she claims that he was lying in the gun, indicating one kind of innocent, helpless mood 5.
五.发音练习最后，我们来练习发音。	wǔ.fāyīnliànxízùihòu，wǒmenláiliànxífāyīn。	V. pronunciation practice Finally, we come to practice pronunciation.
这个练习除了可以帮你对今天的短语进行记忆，更重要的是可以锻炼你的口腔、喉腔等肌肉以习惯于中文的发音位置。	zhègèliànxíchúlekěyǐbāngnǐdùijīntiāndeduǎnyǔjìnxíngjìyì，gèngzhòngyàodeshìkěyǐduànliànnǐdekǒuqiāng、hóuqiāngděngjīròuyǐxíguànyúzhōngwéndefāyīnwèizhì。	This exercise can help you in addition to today's phrases memories, and more importantly, can exercise your mouth, throat and other muscles used Chinese pronunciation position.
在练习时，请你尽量模仿我的语音、语调，你可以随时按下暂停键。	zàiliànxíshí，qǐngnǐjǐnliàngmófǎngwǒdeyǔyīn、yǔdiào，nǐkěyǐsúishíànxiàzàntíngjiàn。	In practice, you try to imitate my voice, tone, you can hit the pause button at any time.
由于第二句比较长，我们先拆分为三段再连读。	yóuyúdìèrjùbǐjiàocháng，wǒmenxiānchāifēnwèisānduànzàiliándú。	Since the second sentence is longer, let's split into three sections and then read through.
他为人低调却因有才华而常被人忌妒6×2，在他背后搬弄是非。	tāwèiréndīdiàoquèyīnyǒucáihuáérchángbèirénjìdù6×2，zàitābèihòubānnòngshìfēi。	He keeps a low profile because of the brilliant but often people jealous of 6 × 2, tell tales behind his back.
他为人低调却因有才华而常被人忌妒，在他背后搬弄是非。	tāwèiréndīdiàoquèyīnyǒucáihuáérchángbèirénjìdù，zàitābèihòubānnòngshìfēi。	He keeps a low profile because of the brilliant but often people jealous, tell tales behind his back.
真是躺着也中枪啊！	zhēnshìtǎngzháoyězhōngqiānga！	Really lying also shot ah!
你读得怎么样？	nǐdúdézěnyāoyáng？	How are you reading?
我相信一定很棒！	wǒxiāngxìnyīdìnghěnbàng！	I am sure great!
如果你觉得有些困难也别灰心，多练习几遍就好！	rúguǒnǐjuédéyǒuxiēkùnnányěbiéhūixīn，duōliànxíjībiànjìuhǎo！	If you find some difficulty and do not lose heart, to practice a few times just fine!
本期的讨论话题是：请用躺着也中枪造一个句子或说一个小故事。	běnqīdetǎolùnhuàtíshì：qǐngyòngtǎngzháoyězhōngqiāngzàoyīgèjùzǐhuòshuōyīgèxiǎogùshì。	This issue is discussed topic: Please lay also in the gun make a sentence or say a little story.
欢迎来我们的 twitter 等社交平台告诉我你的答案。	huānyíngláiwǒmende twitter děngshèjiāopíngtáigàosùwǒnǐdedáàn。	Welcome to our twitter and other social networking platforms to tell me what to say.
如果你喜欢今天的节目并觉得它对你的中文学习有帮助，你可以向你的其他朋友分享，也可以关注我们的 facebook 主页、S potify，在 iTunes、S titcher 上给我们一个五星评价，感谢你的举手之劳！	rúguǒnǐxǐhuānjīntiāndejiémùbìngjuédétādùinǐdezhōngwénxuéxíyǒubāngzhù，nǐkěyǐxiàngnǐdeqítāpéngyǒufēnxiǎng，yěkěyǐguānzhùwǒmende facebook zhǔyè、S potify，zài iTunes、S titcher shànggěiwǒmenyīgèwǔxīngpíngjià，gǎnxiènǐdejǔshǒuzhīláo！	If you enjoyed today's program and you think it's helpful to learn Chinese, you can ask your other friends to share, you can focus on our facebook page, S potify, to us on iTunes, S titcher a five-star rating, thanks your little effort!
目前我们在 iTunes 上收到评价虽只有四个，但都是五星，且他们对节目的评价都很高！	mùqiánwǒmenzài iTunes shàngshōudàopíngjiàsūizhǐyǒusìgè，dàndūshìwǔxīng，qiětāmendùijiémùdepíngjiàdūhěngāo！	Currently we receive on iTunes evaluation, although only four, but they are five-star, and their evaluation of the program are very high!
真的非常非常感谢你们抽出时间认真地写了对我们节目的点评！	zhēndefēichángfēichánggǎnxiènǐmenchōuchūshíjiānrènzhēndìxiěledùiwǒmenjiémùdediǎnpíng！	Really, really thank you for taking the time to write a serious review of our program!
正是因为有你们这样可爱又慷慨的听众朋友们，我才能有动力每周抽出时间去维系这个免费资源！	zhèngshìyīnwèiyǒunǐmenzhèyángkěàiyòukāngkǎidetīngzhòngpéngyǒumen，wǒcáinéngyǒudònglìměizhōuchōuchūshíjiānqùwéixìzhègèmiǎnfèizīyuán！	It is because of your listeners so lovely and generous friends, I can have the power to take time each week to maintain this free resource!
我也很高兴你们觉得这个播客对你们的中文学习有帮助！	wǒyěhěngāoxīngnǐmenjuédézhègèbōkèdùinǐmendezhōngwénxuéxíyǒubāngzhù！	I'm glad you found the podcasts help you learn Chinese!
如果你有任何的疑问、建议，请发邮件或在我们所在的社交平台上与我联系，我会尽快回复你！	rúguǒnǐyǒurènhédeyíwèn、jiànyì，qǐngfāyóujiànhuòzàiwǒmensuǒzàideshèjiāopíngtáishàngyǔwǒliánxì，wǒhùijǐnkuàihúifùnǐ！	If you have any questions, suggestions, please email or contact me on social platforms where we are, I'll get back to you as soon as possible!
七夕节即将到了，下周我们就来说说七夕。	qīxījiéjíjiāngdàole，xiàzhōuwǒmenjìuláishuōshuōqīxī。	Tanabata Festival is coming up soon, next week we are concerned that the Tanabata.
那约定好了？	nàyuēdìnghǎole？	That good agreement?
我们下周不见不散！	wǒmenxiàzhōubùjiànbùsàn！	Next week we are there or be square!
您正在收听的是：《自然而然说中文》，第二十期：七夕节。	nínzhèngzàishōutīngdeshì：《zìránérránshuōzhōngwén》，dìèrshíqī：qīxījié。	You're listening to: naturally speak Chinese, Twenty period: Tanabata Festival.
我是佳佳，你好吗？	wǒshìjiājiā，nǐhǎoma？	I'm Allison, how are you?
如果你的另一半是中国人，相信昨天对你们来说一定是难忘的一天吧！	rúguǒnǐdelìngyībànshìzhōngguórén，xiāngxìnzuótiāndùinǐmenláishuōyīdìngshìnánwàngdeyītiānba！	If your other half is the Chinese people, I believe yesterday you guys must have been an unforgettable day for it!
为什么？	wèishíyāo？	why?
因为昨天是中国七夕节。	yīnwèizuótiānshìzhōngguóqīxījié。	Because yesterday was the Chinese Tanabata Festival.
如果你还不知道这个节日也没关系，今天我会详细介绍。	rúguǒnǐhuánbùzhīdàozhègèjiérìyěméiguānxì，jīntiānwǒhùixiángxìjièshào。	If you do not know this festival does not matter, I will explain in detail today.
依照惯例提醒你，在我们的 facebook 主页, wordpress 博客，twitter 及 pinterest 上你可以免费下载本期节目的文本。	yīzhàoguànlìtíxǐngnǐ，zàiwǒmende facebook zhǔyè, wordpress bókè，twitter jí pinterest shàngnǐkěyǐmiǎnfèixiàzàiběnqījiémùdewénběn。	By convention remind you that on our facebook page, wordpress blog, twitter and pinterest You can download a free version of this program.
下面，进入今天的主题。	xiàmiàn，jìnrùjīntiāndezhǔtí。	Next, enter today's topic.
一.七夕节的简介七夕节是一个有着一千多年历史的传统节日，又称七巧节、七姐节、乞巧节等。	yī.qīxījiédejiǎnjièqīxījiéshìyīgèyǒuzháoyīqiānduōniánlìshǐdechuántǒngjiérì，yòuchēngqīqiǎojié、qījiějié、qǐqiǎojiéděng。	I. Introduction Tanabata Festival Tanabata Festival is a traditional festival with a thousand years of history, also known as Qiqiao Day, Seven Sisters Festival, Qi Qiao Festival.
它的日期是每年的农历七月初七，对应今年的公历日期就是8 月 7 日。	tāderìqīshìměiniándenónglìqīyuèchūqī，dùiyìngjīnniándegōnglìrìqījìushì8 yuè 7 rì。	It is the date of the seventh lunar month every year, corresponding to the Gregorian calendar year is August 7.
如果你不知道什么是农历、公历，我已在第十一期节目《端午节》中说明过，在文本里的这里我放上链接以便你进行查阅。	rúguǒnǐbùzhīdàoshíyāoshìnónglì、gōnglì，wǒyǐzàidìshíyīqījiémù《duānwǔjié》zhōngshuōmíngguò，zàiwénběnlǐdezhèlǐwǒfàngshàngliànjiēyǐbiànnǐjìnxíngcháyuè。	If you do not know what a lunar calendar, the Gregorian calendar, I have already explained in the eleventh episode, Dragon Boat Festival, in the text where I put the link here for you to review.
七夕节起源于汉朝，后来被民间赋予了牛郎织女的爱情传说，成为了世界上最早的爱情节日。	qīxījiéqǐyuányúhànzhāo，hòuláibèimínjiānfùyúleníulángzhīnv̌deàiqíngchuánshuō，chéngwèileshìjièshàngzùizǎodeàiqíngjiérì。	Tanabata festival originated in the Han Dynasty, and later was given a private Cowherd love story, became the world's first festival of love.
现今，人们普遍视它为中国的情人节。	xiànjīn，rénmenpǔbiànshìtāwèizhōngguódeqíngrénjié。	Nowadays, people generally see it as China's Valentine's Day.
二.七夕节的由来七夕节最早其实与爱情无关，它的由来有以下几种说法。	èr.qīxījiédeyóuláiqīxījiézùizǎoqíshíyǔàiqíngwúguān，tādeyóuláiyǒuyǐxiàjīzhǒngshuōfǎ。	II. The origin of Tanabata Festival Tanabata Festival early in fact nothing to do with love, its origins are the following argument.
第一种是自然天象崇拜说。	dìyīzhǒngshìzìrántiānxiàngchóngbàishuō。	The first is a natural celestial phenomena worship he said.
早在中国古代，人们就开始对星象进行研究。	zǎozàizhōngguógǔdài，rénmenjìukāishǐdùixīngxiàngjìnxíngyánjīu。	As early as in ancient China, people began to study astrology.
他们将黄道1附近的星象划分为二十八组，分别代表日月星辰在天空中的位置，叫做二十八宿2，以此作为观测天象的参照物。	tāmenjiānghuángdào1fùjìndexīngxiànghuáfēnwèièrshíbāzǔ，fēnbiédàibiǎorìyuèxīngchénzàitiānkōngzhōngdewèizhì，jiàozuòèrshíbāsù2，yǐcǐzuòwèiguāncètiānxiàngdecānzhàowù。	They will be divided astrology 1 near the ecliptic is twenty-eight group, representing the position of the moon and stars in the sky, called Ershibasu 2 , as a reference of astronomical observations.
四象（青龙、白虎、朱雀、玄武）分别代表东西南北四个方向，每一方各有七宿。	sìxiàng（qīnglóng、báihǔ、zhūquè、xuánwǔ）fēnbiédàibiǎodōngxīnánběisìgèfāngxiàng，měiyīfānggèyǒuqīsù。	Four images (Dragon, White Tiger, Suzaku, basaltic) representing the East and West four directions, each with seven places each party.
